,C1,C2,C3,KO1,KO2,KO3
Krtap20-2,0,0,0,0,0,0
Krtap21-1,0,0,0,0,0,0
Krtap6-2,0,0,0,0,0,0
Ifitm7,1751,794,1728,2243,1567,1832
Krtap8-1,0,0,0,0,0,0
Krtap7-1,1,4,2,3,1,0
Krtap11-1,1,0,0,0,0,0
Bmerb1,31839,13554,33396,43958,30716,31520
Rabl3,992,370,1253,1472,1010,921
Hgd,2,1,12,3,6,3
Csnk1g3,9997,4431,10492,14820,10152,11221
Ndufb4,5598,2850,7681,9164,6966,5551
Dsc3,320,87,229,284,113,201
Marf1,15280,7279,18888,24262,15461,17910
Zfp608,2579,1142,2795,3321,2753,3128
Fstl1,6774,3141,7067,10115,6530,7090
Btnl12,11,12,6,19,19,12
Lrrc58,18973,7099,20087,25651,18525,19688
Gpr156,130,52,193,151,114,137
Gramd3,2376,1355,2514,3218,2345,2522
Gsk3b,31968,14028,34970,44413,30843,39218
Nde1,2576,1302,3164,3803,2600,2199
Dsc2,63,19,65,105,61,66
Tiam1,16357,6618,16930,21145,16138,21099
Dsc1,12,13,27,18,27,21
Dsg1c,53,35,73,121,103,86
Dsg1a,4,1,5,12,0,4
Sod1,17537,8836,21789,25809,19138,17766
Dsg1b,3,6,12,16,18,10
Scaf4,3415,1460,3876,4270,2930,4162
Aldh7a1,9218,4431,10314,12274,11100,10811
Hunk,3700,1349,4334,5117,3407,4323
Mis18a,578,224,770,829,707,700
Mrap,41,14,60,131,28,30
Dsg4,0,0,0,0,0,0
Urb1,1520,612,2009,2056,1491,1902
Phax,4689,2128,5431,6728,5101,4980
Tex43,0,0,0,6,0,0
Lmnb1,1331,735,1596,1894,1508,1605
Myh11,635,372,950,1155,942,1370
Marchf3,742,126,599,931,395,243
Dsg3,5,5,15,12,5,6
C330018D20Rik,1310,635,1570,1980,1544,1423
Dsg2,319,146,349,479,188,337
Ttr,53725,31675,64606,63100,28307,78426
B4galt6,28005,11638,29606,36064,24997,31178
Megf10,2990,1432,3944,4633,3270,3573
Trappc8,7590,3476,8430,10482,7002,8077
Cep20,4958,2302,6269,8262,5912,5031
Eva1c,241,75,354,385,241,221
Klf9,42460,17437,48980,55949,41945,46594
Rnf125,56,54,106,114,85,93
Habp2,7,8,6,8,0,9
Rnf138,1872,922,1955,2706,2082,2197
Cfap298,3507,1613,4259,4933,3870,3528
Igsf11,4739,2260,5147,6641,4762,5366
Mep1b,26,20,12,16,8,18
Lsamp,39599,17221,42509,54317,35546,45375
Garem1,3528,1707,3923,4447,3039,4070
Smc5,2628,1143,2877,3833,2504,3284
Fbn2,415,150,489,533,312,299
Gap43,29371,14223,29567,40564,28621,30953
Efcab1,835,443,919,1219,621,930
Synj1,56883,23157,61414,76795,49615,66130
Klhl14,481,203,442,553,434,728
Mamdc2,203,182,231,309,139,228
Slc27a6,36,16,48,72,34,29
Isoc1,3263,1904,4474,5316,5263,4232
Cfap95,60,45,76,87,22,47
Adamts19,25,18,38,53,160,96
Ptar1,4993,2361,6835,6501,5623,6339
Apba1,28953,12383,33028,37059,27987,34878
Ccdc178,4,0,4,1,2,2
Ube2v2,12119,5319,13448,19206,13953,13730
Entrep1,1490,774,1703,2024,1575,1528
1700029F12Rik,0,0,0,0,0,0
Mcm4,1421,614,1773,2330,1570,1613
Cntnap3,1861,577,1694,2307,1516,1783
Tjp2,3970,2154,4895,6055,4016,4222
Lratd1,12025,5756,14230,15885,11900,14050
Ofcc1,1,0,0,0,3,0
Minar2,4889,2644,5943,6718,4203,4820
Paxbp1,2348,1141,2984,3703,2649,3305
Fam169a,9055,3678,9582,13721,9505,10487
Trib2,6353,3690,6830,8241,6248,7350
Chsy3,2448,941,2483,3257,2457,2828
Gpr50,42,45,82,85,57,46
Gm4951,43,15,51,99,57,28
Heatr5a,1785,944,2073,2275,1616,1945
Gm6169,23,26,55,67,41,79
Gm4841,45,33,21,69,42,64
Fxn,439,287,633,863,527,553
Nsa2,6667,3091,7226,9319,6707,6408
F830016B08Rik,19,12,39,22,16,30
Asxl3,1227,708,1601,1834,1356,1719
Slc16a2,7656,3246,8380,10273,6994,9093
4932438H23Rik,99,78,127,161,101,121
Tfap2a,28,15,89,82,33,51
Pip5k1b,2812,1372,2544,3653,2529,2871
Gm10488,0,0,0,0,0,0
Zbtb20,7067,3697,9132,10030,6801,9899
Iigp1,261,69,241,293,342,214
Vma21,10402,4764,10060,14834,11035,11150
Smim3,1856,707,2031,2347,1857,1474
Dctn4,14412,6477,16229,20041,14058,14884
Gm14632,0,0,0,0,0,0
Fam122a,1113,533,1213,1525,1234,1153
Tmem252,400,177,510,702,473,387
Pgm5,457,297,502,872,433,521
Gcnt2,4131,1983,4878,6820,4211,4439
Dtd2,1154,578,1402,1584,1299,1150
Htr2c,7366,4016,7879,11813,7379,11342
Gpr33,0,0,0,0,0,0
Gm10053,13422,5782,14509,18620,14432,13548
Vrtn,11,6,8,23,9,14
Foxd4,0,0,0,0,0,0
Nol4,14193,6591,17323,21884,15972,17881
Nrap,109,52,192,275,100,173
Rlim,8415,3677,9055,11882,7488,9290
Nme8,1,0,0,9,7,1
Pspc1,6280,2734,7031,9085,6293,6893
Smug1,1773,891,2106,2617,2045,1891
Gm1141,15,25,18,37,25,19
Ccdc134,756,578,1120,1120,969,855
Tigit,14,17,3,19,2,17
Syndig1l,5844,3056,5090,9131,5638,5291
Prkdc,2573,959,2890,3502,2190,3214
Dach1,1864,837,1556,2599,1573,2403
Gm10487,0,0,0,0,0,0
Rbm22,4015,1869,4803,6210,4591,4579
Nubpl,725,270,780,952,634,646
Prrg3,5679,2613,6585,8482,5662,6921
Mroh2b,0,4,0,1,7,8
Pak1ip1,5363,2496,6130,7598,5591,5620
Nexmif,6553,2992,6901,8706,5717,8225
Myoz3,0,2,0,0,4,1
Npc2,9482,4407,10681,13405,9253,8579
Synpo,29458,12884,34583,39414,26758,32981
Fate1,4,1,2,10,17,10
Il13ra2,39,20,69,44,44,56
Isca2,2426,1105,3285,3858,2841,2597
Gpr141b,6,1,7,6,5,5
Gm10139,0,0,0,0,0,0
Tmem14c,4389,2385,5157,6420,5094,4505
Ndst1,17492,8044,19819,23623,16038,20691
Zmym5,3599,1714,4394,5336,4013,4263
Arhgap5,20209,9328,20796,28857,20869,21954
Gpr141,10,11,14,7,12,12
Cbx5,26998,13116,31191,38556,25809,30587
Cnga2,5,12,16,30,29,31
Elmo1,16140,7233,17455,22728,15884,18656
Magea4,0,0,0,0,0,0
C7,48,29,59,64,39,57
Btbd35f1,0,0,0,0,0,0
Akap6,37008,15090,38379,48289,31446,42869
Abcb7,6311,3178,6449,8749,6294,6624
Rps14,25394,12799,34017,43495,31385,24176
Wdhd1,704,270,844,917,714,744
Card6,257,94,316,350,299,337
Rpl37,14578,5491,18178,22844,15978,14886
Prkaa1,4280,1786,4448,5901,3869,4367
Gm5926,0,0,0,0,0,0
Npas3,1485,743,1749,2348,1484,1795
Dtna,17205,7543,20910,25399,17068,18725
Drd3,18,27,64,58,46,82
Btbd35f21,0,0,0,0,0,0
Agrp,33,27,35,68,59,26
Srebf2,36573,16145,41707,47819,35157,40110
Uprt,626,287,718,913,550,771
Gabre,88,224,137,188,120,165
Ripor1,12834,5877,14043,16583,11987,14641
Aoah,13,9,33,39,18,24
Mzt2,2379,1175,2788,3496,2737,2519
Btbd35f5,0,0,0,0,0,0
Egln3,1685,658,1704,2487,1839,1708
Btbd35f12,0,0,0,0,0,0
Cebpd,695,244,869,897,701,749
Magea10,1,2,0,0,0,0
Qtrt2,1128,477,1314,1628,1151,1283
Btbd35f15,0,0,0,0,0,0
Sptssa,3173,1764,3682,5092,3672,3376
Zdhhc15,1669,832,2192,2356,1671,1701
Ctcf,8912,3902,10621,12825,9194,9807
Ltbp2,92,52,177,92,127,72
Mtbp,174,122,218,295,186,209
Or2p2,0,0,0,0,0,0
Btbd35f13,0,0,0,0,0,0
Spidr,313,185,349,507,279,284
Socs4,2200,1089,2030,2909,2022,2443
Mak,383,145,442,511,410,427
Btbd35f14,0,0,0,0,0,0
Magee2,935,538,1077,1381,839,1088
Btbd35f6,0,0,0,0,0,0
Nr3c2,5272,2330,6170,7666,4660,5838
Zmym2,11411,5017,12651,15788,10868,12977
Btbd35f9,0,0,0,0,0,0
Spin2g,0,0,0,0,0,0
Btbd35f8,0,0,0,0,0,0
Gabra3,17823,7889,20997,28490,18813,22118
Cbwd1,1619,619,1668,1966,1676,1630
Pkp2,595,413,562,673,531,574
Mapk1ip1l,6252,2912,6813,8775,5846,7266
Gm10486,0,0,0,0,0,0
Carmil2,8430,3863,8401,10254,7491,8237
Ccdc191,450,174,481,703,470,500
Lgals3,74,55,143,152,55,58
Casp7,496,233,531,662,652,607
Cd74,472,408,987,1282,714,821
Pcm1,10504,4371,11773,14180,9427,12710
Dock8,671,287,889,929,644,848
Gabrq,353,519,358,538,312,514
Shisa8,837,482,1648,1241,2392,1196
Sntb1,586,337,644,777,774,734
Eapp,5071,2351,6016,7807,5671,5431
Yars2,2033,981,2330,2906,2182,2183
Gfm2,2663,1292,3186,3813,2852,3295
Ift88,1865,826,2289,3102,1907,2247
Ttc33,4790,2347,5491,7415,4967,5425
Gm14819,0,0,0,0,0,0
Zdhhc23,3942,1953,4345,4952,3083,4593
Mapre2,39284,17760,43509,53497,38249,43401
Ifnar1,5916,2630,6367,8004,5713,6221
Ppp2r5c,26475,12273,29147,38211,25877,27758
Cetn2,3814,1898,4745,6093,4331,3857
Tnfrsf13c,50,18,103,108,75,60
Mrpl47,2201,1083,2714,3466,2581,2274
Kank1,3294,1711,3882,4170,3091,3676
Has2,50,33,82,65,58,80
Hnrnpa1,25191,11566,29607,36142,27340,27837
Lrch2,3540,1345,3142,4404,3385,3926
Adgrl4,2131,1447,3168,2851,3336,2280
Pibf1,1475,715,1717,2300,1438,1691
Ifngr2,6878,3355,7265,9036,6341,6905
Dmrt1,1,0,0,0,1,0
Acd,4635,2000,5579,7038,5120,5015
Zfp397,3417,1646,4376,4981,3434,3934
Tmem50b,14298,6688,15807,19823,14185,14615
Dmrt3,47,19,47,47,16,12
Ndufb5,10826,5364,13421,16086,11910,11211
Dmrt2,145,82,167,204,104,176
Zfp35,2337,936,2724,3220,2046,2316
Zfp24,6027,2801,6405,8343,6224,6388
Gramd1c,135,77,164,250,183,167
Nhlrc2,2606,1280,3212,4207,2451,3284
Ino80c,2975,1342,3608,4334,3070,2866
Il17d,2100,1286,2892,3108,2346,2646
Ptger4,175,125,198,266,222,227
Zmiz1,16494,8548,19689,23868,16440,20956
Slc30a7,2299,1010,2629,2914,2257,2694
Adrb1,5614,2274,6288,7226,5635,6623
Tcof1,3238,1502,4223,4399,3434,3823
Asah1,5908,3011,7393,8739,6340,6341
Ccdc186,6507,2696,7280,9073,5836,7085
Ifi44,77,65,85,67,94,73
Slc22a22,0,0,0,0,0,0
Pbdc1,1761,834,2041,2733,1898,1876
Arel1,22297,10254,26047,32885,23352,26865
Ifi44l,0,0,3,0,4,3
Ptgfr,323,103,349,492,227,263
Dnajc28,1531,753,1724,2335,1402,1638
Pacs1,12882,5476,14585,17478,12220,15167
Nfe2,21,2,10,23,19,7
Atp6v1a,85029,34705,92325,116679,78233,92500
Nsdhl,3147,1514,3772,4393,3205,3331
Pard6a,2888,1508,3256,3811,3046,2906
Usp13,5006,2059,5742,6843,4949,5850
Eef1akmt1,2033,1237,2429,2901,2430,2068
Cenpm,218,118,362,403,246,224
Frg1,1936,787,2203,2825,1986,1936
Magee1,25557,10991,28030,35063,23270,29521
Klf5,2134,805,2031,2616,1841,2070
Gm15128,0,0,0,0,0,0
Hexb,13775,6522,16713,20191,15021,14909
Gm15080,0,0,0,0,0,0
Enkd1,864,447,1054,1228,900,968
Klf12,4326,1831,5149,6660,3927,5510
Extl2,13430,6026,14572,18834,13530,14243
Fgf16,79,59,102,138,153,98
4933405L10Rik,12,8,14,40,27,22
Sf3b2,30471,12397,33591,40061,29193,32303
Gm15107,0,0,0,0,0,0
Zhx2,1986,988,2164,2925,1741,2033
Enc1,97507,46675,108734,139903,87937,114469
Dync1h1,83902,31108,92927,104970,69409,101908
Arhgap10,3096,1297,3666,4313,3027,3532
Smim45,9935,4413,10798,13746,10527,10137
Prr30,0,0,0,5,0,0
Derl1,9075,4615,10840,13717,9804,9582
Tmem170b,9397,4377,10904,13724,10217,11507
Xpo4,2260,1008,2500,3429,2385,2604
Dock11,1132,607,1354,1513,1202,1494
Dnm1l,29223,12769,31300,40771,27349,33108
Copz1,9433,4895,10919,13103,10249,9693
Zfp457,34,40,47,63,42,40
Gipc2,141,76,188,239,134,156
Zfp595,339,114,386,536,356,326
Arsi,157,82,209,300,150,112
Gm28044,5,1,7,14,16,1
Galnt1,8265,3617,9427,12060,8837,8788
Gpr84,111,72,97,124,168,114
Adtrp,12,23,29,34,32,21
Zfp385a,8727,4091,10230,11913,9251,9988
Gal3st3,8013,3488,8434,10382,7534,9270
Dnajb4,7617,3731,8855,11582,7766,8565
Catsper1,0,0,0,0,0,0
Tbc1d31,497,283,611,758,484,592
1700001K19Rik,40,47,128,82,87,79
Gm49361,0,0,0,0,0,0
Lats2,3234,1726,4205,4750,3176,3667
Fcf1,749,394,1009,1233,982,712
Cst6,511,300,727,947,678,485
Ift80,3114,1448,3618,4670,2812,3424
Hivep1,8355,4641,10587,12804,8771,10886
Tdrd1,104,44,102,103,48,155
Triml1,12,17,19,31,22,29
2700062C07Rik,1295,485,1401,1541,1321,1142
Edn1,336,176,339,389,353,473
Hsp90aa1,142321,61499,162549,206461,139493,151997
H2bc23,12,25,17,33,17,19
Gfod2,3482,1679,3768,4798,3500,3681
Sap18,6391,2551,6925,8669,6455,6130
H2ac23,0,0,0,0,0,0
Rprd1a,18049,8454,20131,25941,18251,20125
H4c17,0,0,0,18,0,2
H4c18,6,5,7,0,12,19
Triml2,5,7,7,11,6,22
H2ac24,0,0,14,9,11,12
Itga5,663,364,673,993,646,717
H2bc24,1,1,1,7,0,0
Camk2a,400298,190496,477880,557444,407479,448591
Ska3,134,61,170,164,132,135
Ott,0,0,0,0,0,0
Arhgef28,4430,2091,4469,5473,3343,4883
Prmt9,2058,957,2416,3046,2014,2210
Dlgap5,34,18,45,65,30,49
Gm15093,0,0,0,0,0,0
Vcam1,4509,2331,5047,6360,4567,4772
Zfp42,0,0,4,0,5,0
Septin3,61497,26953,70770,86311,60605,64973
Lpin1,2591,1451,3311,3894,2546,3256
Adam26b,0,0,0,0,0,1
Ranbp10,4031,1870,4489,5362,3986,4850
Naa50,11694,5473,12540,16952,11702,12557
Gm15085,0,0,0,0,0,0
Gm10439,0,0,0,0,0,0
Usf3,6959,3377,8578,9747,6788,9538
Gpr88,28634,14539,28537,45523,28277,30044
Adam26a,0,0,0,0,0,0
Xlr5a,0,0,0,0,3,2
Smc4,1152,469,1334,1539,997,1190
Adam34l,0,0,0,0,0,0
Adam34,0,0,0,0,0,0
Tmem184c,8679,3982,9635,12100,8682,8921
Gart,4711,2076,5436,6282,4407,4748
Slc6a7,10695,4102,10746,13375,9545,11959
Gm15097,0,0,0,0,0,0
Tsnaxip1,39,14,22,83,34,52
Wbp2nl,0,0,0,0,0,2
Cdx1,3,0,0,0,0,1
Naga,2403,1002,3068,3484,2445,2407
Pdgfrb,3190,1712,3777,4918,3483,3834
Gm15091,0,0,0,0,0,0
Mrpl57,2760,1433,3609,4321,3253,3148
Ednra,503,325,648,824,487,639
Trim59,2057,1041,2180,3094,1938,1766
Banf1,4969,2240,5785,7232,5412,4741
Tbc1d4,1016,673,1551,1452,1212,1180
Cdc14a,512,219,627,666,469,444
Zfp184,362,121,331,473,336,368
Cenpt,1394,649,1705,2036,1672,1738
Atrx,22507,8492,23386,30468,20304,28032
Eif1ad,3786,1534,3932,5036,3917,3650
Vwa2,8,14,8,13,13,7
Pom121l2,4,0,1,1,8,12
Prss16,57,26,98,184,96,40
Pheta2,140,47,135,192,87,96
Smdt1,8116,3873,9853,11935,9076,7759
Thap11,4533,1897,5042,5831,4392,4471
Ttc29,13,15,20,37,12,29
H2ac12,3,0,0,0,0,0
H2bc12,0,23,0,0,7,14
H4c9,185,119,251,236,279,147
Csf1r,14083,7077,17743,19727,15265,16315
H2ac11,0,0,0,4,0,0
H2bc11,14,6,0,82,0,35
Gtsf1,6,2,7,6,12,7
Vmn1r188,8,3,4,8,13,4
Vmn1r189,1,5,0,2,0,0
Sart1,7045,3213,8270,9674,7474,8020
Pou4f2,2,0,2,7,15,3
Vmn1r191,21,10,15,22,18,35
Vmn1r192,0,0,0,4,0,0
Kpna4,12828,5870,13940,18807,13334,13980
Rbmxl1,5747,2785,6570,7864,5803,6055
Vmn1r193,7,7,12,22,8,18
Vmn1r194,0,0,0,0,0,0
Vmn1r195,0,0,0,0,0,0
Arhgef7,18081,9608,19897,24715,19044,21679
Vmn1r196,0,0,0,0,0,0
Phactr1,72495,34141,85073,109587,74316,86363
Tsga10ip,0,3,4,1,1,1
Zdhhc20,5218,2502,6277,8120,5570,6211
Arl14,0,0,0,0,0,0
Ppm1l,27207,10976,33534,39043,27363,33243
Hmgxb3,6844,2910,7703,9609,6453,7443
Drap1,14633,7347,16655,21116,15780,13377
Sidt1,7730,3311,8615,10655,7100,9410
B3galnt1,6721,3117,7230,9547,6887,7243
Ndufa6,5835,3113,7321,9266,7262,6306
Nmd3,3334,1459,3825,4617,3272,3403
Gtsf2,2,0,0,0,2,0
Cyp2d22,2840,1281,3501,4549,3116,2884
Wdr20,2086,1057,2207,3100,2069,2419
Fbxo34,11691,4892,13203,15630,10767,13041
AI837181,7062,3215,8331,9967,7095,7092
Slc26a2,2806,1036,3156,4839,2770,2563
Ntsr2,15614,7828,18996,22185,17190,15202
Fosl1,5,1,8,0,18,0
Tmem29,1531,740,1733,2103,1517,1693
Cyp2d11,0,0,0,0,0,0
Ccdc85b,14096,6857,17197,19814,15112,14479
Nckap1l,1540,760,1809,2164,1702,1667
Ylpm1,12524,5122,13295,16128,10394,15373
Fhod3,9529,4038,11239,13270,9900,10876
Afap1l2,1058,686,1535,1922,1334,1186
Vmn1r197,92,54,118,191,112,109
Pex5l,21699,9129,25393,28887,18487,22162
Vmn1r198,7,11,6,16,13,13
Vmn1r199,0,0,0,0,0,3
Vmn1r200,13,1,1,7,6,7
Commd6,3707,1724,4319,5788,4193,3688
Magt1,2133,1214,2734,3294,2189,2236
Vmn1r201,36,19,53,84,38,44
Micu2,2403,1187,3038,3804,2643,2603
Vmn1r202,91,46,133,119,96,126
Vmn1r203,176,74,193,303,236,248
Vmn1r204,0,0,0,0,0,0
Vmn1r205,0,0,0,0,0,0
Vmn1r206,22,8,22,55,58,26
Spice1,1257,597,1473,1867,1260,1492
Vmn1r207,30,23,61,60,79,57
Vmn1r208,2,2,3,5,7,2
Uchl3,2489,1145,2815,3512,2614,2531
Vmn1r209,59,23,76,93,38,74
Vmn1r210,3,2,4,4,1,2
Tbc1d7,2039,811,2080,2586,2016,2026
Fer1l6,45,8,40,34,59,44
Fgf9,2472,1008,2655,3353,2539,2591
Mok,762,402,886,1018,749,863
Cyp2d10,0,1,0,0,0,0
Cfap44,167,149,236,324,148,358
Atg14,2660,1493,3109,3983,2965,2888
Cox7b,12019,6170,15991,19486,15029,12760
Prox2,202,108,323,230,182,278
Apex2,599,364,672,816,659,733
Nutf2,2316,1130,2979,3385,2552,2534
Vmn1r211,0,0,0,11,0,3
Gm10037,197,69,218,299,228,239
Tmem65,16513,7280,18217,23222,18589,19448
Phf11a,5,2,23,5,10,0
BC048507,1,1,0,0,5,3
Zfp839,1151,537,1470,1768,1306,1604
Vmn1r212,0,0,0,0,0,0
Gfod1,15171,8302,16743,20973,13408,17313
Fibp,3596,1643,4530,5371,4093,3728
Fat1,6577,3248,8723,9717,7507,9469
Phf11b,35,8,35,16,47,33
Son,27479,12705,33361,39735,25758,36141
Trmt12,1371,739,1627,2081,1450,1417
Rnf139,4149,2098,4853,6083,4456,4661
Gm49356,482,55,679,798,595,648
Srp54b,9759,4981,10300,12034,9422,10552
Vmn1r213,36,41,81,94,80,66
Lmo7,11534,4521,11820,15739,10280,15518
Dab2,1673,901,2093,2631,1681,1828
Vmn1r214,112,37,152,121,109,83
Pde6a,53,19,82,106,78,55
Vmn1r215,1,0,1,1,1,1
Vmn1r216,26,9,28,34,40,33
Vmn1r217,0,9,0,0,0,0
Vmn1r218,166,115,201,313,180,233
Vmn1r219,0,0,0,1,0,0
Ctsw,9,15,26,14,32,19
Vmn1r220,8,7,3,6,2,7
Sptssb,259,119,268,323,258,292
Vmn1r221,0,3,0,1,1,1
Xlr5c,3,0,0,0,0,0
Tpgs2,7013,3206,7891,10106,7671,7561
Sirt5,2594,1062,3275,4117,2779,2958
Fam177a2,0,0,0,0,0,0
Alas2,1369,605,853,2028,2148,1522
Cinp,6789,3117,7127,9497,6872,7004
Otol1,0,0,0,0,0,0
Efemp2,1259,564,1536,1884,1227,1223
Mtnr1a,0,0,0,6,0,0
Ppargc1b,679,377,785,835,631,797
F11,0,0,0,1,0,0
Vmn1r222,0,0,0,0,0,0
Snx27,17469,9091,20750,25880,17351,20445
Boc,2758,1128,3063,3356,2419,2902
Vmn1r223,1,5,1,4,2,0
Mtrr,1452,779,1663,2008,1347,1475
Klkb1,20,9,9,45,12,37
Gm45015,7,7,30,22,7,35
AW554918,1441,688,1803,2011,1559,1675
Atp7a,643,300,711,798,519,688
Dlst,17601,8326,19291,23873,17800,18601
Gm45753,0,0,2,0,0,0
Cyp4v3,1092,463,1445,1745,1321,1127
Fgd4,4921,2232,4861,6298,4485,5536
Nol7,3985,1793,4679,5580,4733,4136
Phf11d,66,32,64,87,72,48
Celf4,67206,30031,72137,96357,69087,77163
Tacr2,27,9,35,36,21,24
Slc10a7,623,319,783,931,630,732
1500009L16Rik,1418,678,1373,1865,1339,1258
Mus81,1905,1108,2412,3198,2247,2276
Tuft1,201,144,213,268,197,188
Fastkd3,1308,521,1476,1633,1239,1451
Arhgap18,799,400,1111,1306,744,877
Tlr13,319,114,334,444,374,341
Zfp275,3396,1627,4295,5272,3321,3883
Srp54c,10136,3979,10643,13792,10743,10310
Kctd12,14337,7130,15888,19483,16240,18073
Phf11c,13,16,38,46,8,21
Nuak1,10560,4967,11606,13409,9568,11321
Gm18336,16,1,3,40,16,38
Zfp92,281,164,315,757,445,688
Acod1,3,0,0,3,0,0
Zfp322a,4150,1964,4278,5700,4016,5006
Greb1,80,55,149,191,106,148
Ckap4,4597,2034,5193,5390,4215,4539
Cln5,1404,705,1792,2195,1566,1338
Pgk1,62444,27591,70491,87371,62098,62074
Tcp11l2,3608,1517,4281,5439,3980,4012
Fbxl3,10973,5015,11525,16643,11384,10874
Sis,37,12,28,63,15,27
Cfl1,114869,50287,122012,149859,116336,112470
Yeats4,3918,1842,4459,5973,4668,4392
Trex2,0,0,0,0,0,0
Cfap90,1369,674,1441,2006,1304,1480
Snx32,13588,3818,14498,17824,13349,14622
Taf9b,3965,1972,4680,5706,4108,4065
Abt1,2081,988,2362,2823,1888,2152
Edc4,7334,3358,8631,10307,7286,9277
Polr3b,2291,967,2716,3242,2334,2714
Btn1a1,1,1,5,15,9,9
Setdb2,555,221,682,840,624,562
Cyp2d9,0,0,5,1,0,5
Adcy2,19956,9037,24165,27877,21086,22440
Pfkfb1,91,35,86,145,86,81
Nscme3l,8,6,32,9,13,37
Ovol1,5,6,9,27,7,1
9530003J23Rik,0,0,0,0,0,0
Ap5b1,529,242,692,720,464,582
Rnaseh2c,1856,951,2201,2767,1941,1953
Lyz2,922,543,1043,1491,926,853
Slitrk3,8986,3598,9452,12627,8040,10923
Lyz1,18,108,14,6,10,0
Ranbp9,12260,5145,13195,16321,10925,12964
Bche,966,553,1542,1836,1145,1001
Lama2,1818,904,2294,2880,1667,2222
Ppp2r3c,3252,1364,3737,4848,3647,3344
Pik3c3,7233,2896,7875,10229,6490,7758
Tatdn1,684,340,976,1125,805,864
Zbbx,30,13,38,45,24,45
Rps6kl1,4749,1820,5631,6085,4587,5122
Smarca2,32083,14105,35982,47403,30095,39219
Cab39l,4022,2014,4997,6351,4214,4801
Or7a40,0,0,0,0,0,0
Nepro,656,283,815,880,669,732
Haus7,472,266,709,729,565,521
E2f6,3593,1705,4262,5161,3660,3704
Fcho2,4569,2298,4695,6711,4533,5050
Lsm6,3839,1924,4649,6054,4492,4226
Serpini2,0,0,0,0,0,0
Ndufb9,16742,8287,19510,25480,18769,16099
Spag6l,750,321,870,887,502,758
C9,0,0,0,0,0,1
Pgf,311,136,378,460,285,340
Wdr49,8,11,17,14,15,22
Nrn1l,125,54,187,166,132,110
Cdadc1,5608,2730,6674,8558,5742,6276
Rpl39,9145,4010,10609,14134,10028,9291
Pskh1,1180,568,1465,1848,1257,1420
Igll1,2,9,0,5,0,4
Pdcd10,5677,2645,5632,8563,6095,5529
Tecpr2,12749,4654,15181,16785,11662,15723
Ctrl,21,15,16,19,16,28
Vpreb1a,10,13,22,2,10,14
Fnd3c2,0,3,0,0,0,0
Pde1b,32073,16948,36220,51400,34817,35717
Gtpbp8,3501,1449,3967,5044,3461,3489
Fam149a,3906,1899,4572,6126,4115,4466
Frrs1,172,131,211,232,231,291
Cpsf6,9185,4329,9018,12491,9262,11052
Shisa2,311,270,415,532,538,471
Upf3b,1873,1020,2267,2756,2195,2335
Cd200r1,60,49,70,67,66,66
Atp8a2,9834,4064,11241,13213,8565,11901
Rit2,9297,4710,10783,13357,8797,8814
Eif2b2,3881,2125,4341,5466,4075,3965
Palmd,1555,1071,1976,2482,1971,2306
Il17b,46,20,22,51,36,36
Psmb10,3664,1817,4505,5371,3997,3562
Mcur1,3259,1346,3178,4447,3344,3463
Ppp1r1a,10868,5005,12661,15091,12218,10584
Pcyox1l,2666,1414,3108,3582,2703,2670
Nkap,2318,928,2691,3398,2458,2503
Donson,1265,611,1585,1867,1297,1599
4930455H04Rik,0,5,0,1,2,1
Rfx4,1741,969,2027,2520,1897,1981
Grpel2,2452,1077,2797,3468,2455,2783
Prorp,849,345,1089,1262,747,921
Rnf182,1443,656,1603,2129,1250,1516
Glycam1,4,9,10,5,9,4
Lcat,3208,1472,3739,4225,3271,2632
Ttc14,5294,2662,6521,8524,5861,8506
Cd83,1416,935,1825,2652,1677,1556
Afap1l1,3812,1936,4625,5367,4041,3941
Zfp827,6054,2986,7321,8911,6584,7915
Akap14,20,6,27,44,18,18
Nup58,7,0,30,0,5,10
Fyb,408,180,413,667,438,507
Btn2a2,101,68,110,123,114,74
Ndufa1,2874,1621,3331,4158,3464,2920
Mycbp2,33304,14627,39646,45328,29421,44203
Rnf113a1,809,364,854,959,797,712
Bgn,2704,1145,3579,4303,3233,2910
Ablim3,2669,1402,3839,3976,4156,3250
1700011L22Rik,0,0,0,0,0,1
Psma6,9499,4691,12039,14745,10357,9592
Atp5o,19259,9496,22134,26606,20695,18682
Mmaa,1960,1044,2325,3070,2051,1945
Mtss1,4941,2452,5723,6605,4538,5457
Cd200r4,3,2,13,4,7,14
Tlr3,1366,708,1630,2085,1567,1533
Hfe,614,414,879,858,630,656
Cpm,1917,789,2402,2539,1400,1835
Gm9,0,0,0,0,0,0
Mlh3,3508,1490,4026,5310,3516,3934
Rhox1,0,0,0,0,0,0
Rhox2a,0,0,0,0,0,0
Cd200r2,8,4,0,6,6,9
H1f2,2225,1309,2980,3441,2196,1542
H3c3,0,0,0,0,0,4
H2bc3,11,4,7,15,0,8
H2ac4,0,0,0,0,0,0
Top3b,3002,1442,3673,4280,3234,3686
Fndc3c1,0,2,7,0,0,0
Sh3tc2,312,176,320,415,284,310
H3c2,2,6,6,9,0,0
Ric8b,5965,3201,6509,8649,5905,6641
H4c2,2,3,0,9,2,1
H4c1,15,8,15,24,9,25
